"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Denmark","DNK","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.80666995048523","1.88914000988007","2.00619006156921","2.12764000892639","2.18619990348816","2.32466006278992","2.44145011901855","2.51084995269775","2.41915988922119","2.3933699131012","2.40300011634827","2.51540994644165","2.77345991134644","3.05514001846313","2.91706991195679","2.94464993476868","2.98125004768372","2.97047996520996","2.9140899181366","3.05497002601624","3.09282994270325","2.93124008178711","2.96602988243103","2.88800001144409","2.96153998374939","",
"Dominican Republic","DOM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.230279996991158","0.366400003433228","0.196229994297028","0.163570001721382","0.066040001809597","","","","","","","","","","","","0.534319996833801","","","","",
"East Asia & Pacific (excluding high income)","EAP","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.461941245654058","0.563327948308797","0.627640484672957","0.694167036763123","0.728596600934403","0.797672088958691","0.909482307687063","1.00377229056286","1.1050537432377","1.17706476788419","1.24766261722298","1.24506162151791","1.3443876472421","1.40017081675879","1.68483942325317","1.61478983643125","1.88073269218133","1.70881767330229","1.94167403676977","1.90801353987589","1.90315357289721","1.90284994084292","1.91216223554962","2.0270716063419","2.24608094419158","",
"Early-demographic dividend","EAR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.611319901975534","0.625964852950808","0.645988364982648","0.619067523298909","0.627355827549483","0.616653801052495","0.639698764893405","0.657607869136306","0.689104092942923","0.622145900901071","0.727237652705889","0.71967565142438","0.70842486312399","0.623009204730465","","0.720994554309588","0.735615519960364","0.708977055399392","0.721330954573148","","","",
"East Asia & Pacific","EAS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18554751635112","2.26092235976949","2.22943174651053","2.29947905987943","2.23476671807027","2.28046346700122","2.24657792738949","2.32918910540624","2.31492142457259","2.39689027255085","2.39748188852326","2.34897944664484","2.3521126058115","2.24867167003681","2.3985857522103","2.32926938948775","2.48371438118513","2.27759875596999","2.47501151339842","2.32393767766919","2.33950908853892","2.31708869963165","2.3556936588042","2.39288313804093","2.63351539858912","",
"Europe & Central Asia (excluding high income)","ECA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.794872843963205","0.846815100336722","0.659951537484605","0.689208823289483","0.718949468082112","0.842775005566017","0.870773653553865","0.862763871373005","0.816272455858706","0.805637147998043","0.81372024016837","0.875085350990559","0.839243669740178","0.964178978425611","0.902797410543119","0.845483532992105","0.863397842189739","0.850217607726195","0.874295471573444","0.872206364598228","0.892557515194528","0.911148048951578","0.863363670593206","0.891446710561211","0.921594365551636","",
"Europe & Central Asia","ECS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.65170779116228","1.63628862248509","1.60464326760788","1.69751459001392","1.68237142939973","1.71903524040778","1.69520406385044","1.71928438338532","1.69460597229234","1.64930212487277","1.65686909372895","1.65762336452318","1.71999857788091","1.8107216908933","1.77415782409742","1.78035697275306","1.82401743915334","1.80534618182878","1.84309526365508","1.90506676463986","1.88538983614819","1.94722559521769","1.94132187542705","2.0067948361935","2.10994104238733","",
"Ecuador","ECU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0740600004792213","0.0626299977302551","0.0651699975132942","","","0.0515000000596046","0.0553399994969368","0.0573499985039234","","","0.128629997372627","0.131940007209778","0.227789998054504","0.394630014896393","0.402969986200333","0.339910000562668","0.332359999418259","0.379900008440018","0.442660003900528","","","","","","","",
"Egypt, Arab Rep.","EGY","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.212599992752075","0.197559997439384","0.199100002646446","0.186509996652603","0.192469999194145","","","","0.269939988851547","0.241410002112389","0.259030014276505","0.255100011825562","0.270240008831024","0.433120012283325","0.433450013399124","0.531539976596832","0.508989989757538","0.638949990272522","0.636489987373352","0.718580007553101","0.708480000495911","0.679409980773926","0.723879992961884","0.837149977684021","0.962180018424988","",
"Euro area","EMU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74001460435402","1.7138243804873","1.7410362093221","1.76700667765843","1.80922666624072","1.79783171826769","1.83957960869641","1.80654698585258","1.78412270878929","1.78112811317538","1.80283764666258","1.80834928542645","1.89209453267586","1.988865259266","1.99615640900291","2.04218251566855","2.09819972262092","2.11732821650106","2.14932747738397","2.13895767821828","2.14262575003712","2.18259924464984","2.21616264984968","2.26044310269643","2.36176347507936","",
"Eritrea","ERI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
